locality,property_type,bhk,bathrooms,area_sqft,age_years,floor_number,furnishing,has_parking,price,locality_enc,prop_type_enc
Vaishali Nagar,Apartment,2,1,1033,15,0,1,0,4957000,50,0
Vaishali Nagar,Apartment,3,2,1143,7,7,1,0,5508000,50,0
Vaishali Nagar,Apartment,2,2,915,1,11,1,1,4819000,50,0
Vaishali Nagar,Apartment,2,1,878,10,1,1,0,4253000,50,0
Vaishali Nagar,Apartment,5,5,2203,2,11,2,1,11509000,50,0
Vaishali Nagar,Apartment,3,2,1471,12,6,1,0,6392000,50,0
Vaishali Nagar,Apartment,2,2,948,2,3,2,1,5084000,50,0
Vaishali Nagar,Apartment,4,4,1567,5,7,1,1,8166000,50,0
Vaishali Nagar,Apartment,4,3,1677,3,13,0,1,8705000,50,0
Vaishali Nagar,Apartment,3,2,1237,1,10,2,0,6894000,50,0
Vaishali Nagar,Apartment,3,2,1218,8,2,0,1,5978000,50,0
Vaishali Nagar,Apartment,3,3,1045,2,12,0,1,5364000,50,0
Vaishali Nagar,Plot,3,3,1611,20,0,2,1,10575000,50,1
Vaishali Nagar,Plot,2,2,1189,3,0,1,1,9034000,50,1
Vaishali Nagar,Plot,1,1,709,7,0,1,1,5224000,50,1
Vaishali Nagar,Plot,2,1,1389,3,0,0,1,9752000,50,1
Vaishali Nagar,Plot,4,3,2874,4,0,1,1,18270000,50,1
Vaishali Nagar,Plot,3,2,2124,3,0,1,1,15450000,50,1
Vaishali Nagar,Plot,2,2,1129,5,0,1,1,7602000,50,1
Vaishali Nagar,Plot,3,2,1298,1,0,2,1,8007000,50,1
Vaishali Nagar,Plot,2,1,1302,3,0,0,1,8168000,50,1
Vaishali Nagar,Plot,3,2,1533,15,0,0,1,9533000,50,1
Vaishali Nagar,Plot,2,1,998,8,0,1,1,6290000,50,1
Vaishali Nagar,Plot,2,1,1095,12,0,2,1,7404000,50,1
Vaishali Nagar Ext.,Plot,3,2,2024,1,0,0,1,15308000,51,1
Vaishali Nagar Ext.,Plot,4,4,3044,12,0,0,1,21792000,51,1
Vaishali Nagar Ext.,Plot,3,3,1754,1,0,1,1,14143000,51,1
Vaishali Nagar Ext.,Plot,3,3,1960,6,0,2,1,15076000,51,1
Vaishali Nagar Ext.,Plot,4,3,2825,10,0,2,1,23257000,51,1
Vaishali Nagar Ext.,Plot,4,4,2533,7,0,2,1,20354000,51,1
Vaishali Nagar Ext.,Plot,2,2,1315,12,0,2,1,10389000,51,1
Vaishali Nagar Ext.,Plot,3,3,1536,1,0,0,1,12266000,51,1
Vaishali Nagar Ext.,Plot,4,4,3088,3,0,0,1,21585000,51,1
Vaishali Nagar Ext.,Plot,4,4,2604,2,0,1,1,19268000,51,1
Vaishali Nagar Ext.,Plot,3,3,2089,3,0,2,1,16603000,51,1
Vaishali Nagar Ext.,Plot,3,3,1596,8,0,1,1,11942000,51,1
Vaishali Nagar Ext.,Apartment,1,1,408,12,4,0,1,1630000,51,0
Vaishali Nagar Ext.,Apartment,5,4,2576,4,7,0,0,10968000,51,0
Vaishali Nagar Ext.,Apartment,3,2,1439,20,0,1,0,4970000,51,0
Vaishali Nagar Ext.,Apartment,3,2,1510,1,3,0,0,6588000,51,0
Vaishali Nagar Ext.,Apartment,3,2,1127,2,9,1,1,4990000,51,0
Vaishali Nagar Ext.,Apartment,5,4,2373,6,1,1,1,9879000,51,0
Vaishali Nagar Ext.,Apartment,2,1,1050,6,11,1,1,4572000,51,0
Vaishali Nagar Ext.,Apartment,4,3,1618,1,14,0,0,6808000,51,0
Vaishali Nagar Ext.,Apartment,5,5,3204,1,4,0,0,13944000,51,0
Vaishali Nagar Ext.,Apartment,3,2,1061,5,5,1,0,4308000,51,0
Vaishali Nagar Ext.,Apartment,3,2,1435,5,10,2,0,6450000,51,0
Vaishali Nagar Ext.,Apartment,2,1,803,2,9,0,1,3489000,51,0
Vatika,Plot,3,3,1626,10,0,1,1,4011000,52,1
Vatika,Plot,3,3,1663,12,0,1,1,4024000,52,1
Vatika,Plot,2,1,1437,6,0,0,1,3356000,52,1
Vatika,Plot,2,2,806,1,0,1,1,2112000,52,1
Vatika,Plot,4,3,2372,6,0,1,1,5869000,52,1
Vatika,Plot,1,1,753,4,0,1,1,2045000,52,1
Vatika,Plot,2,1,1293,5,0,0,1,3071000,52,1
Vatika,Plot,1,1,606,3,0,0,1,1577000,52,1
Vatika,Plot,2,2,1365,4,0,1,1,3279000,52,1
Vatika,Plot,3,2,1768,6,0,1,1,5072000,52,1
Vatika,Plot,3,3,1456,10,0,1,1,3541000,52,1
Vatika,Plot,2,1,1471,8,0,0,1,3606000,52,1
Vatika,Apartment,2,1,677,4,2,1,0,1490000,52,0
Vatika,Apartment,2,1,969,2,14,2,0,2424000,52,0
Vatika,Apartment,3,3,1416,3,0,0,0,2595000,52,0
Vatika,Apartment,4,3,1816,3,2,2,0,4158000,52,0
Vatika,Apartment,2,1,878,1,4,2,1,2299000,52,0
Vatika,Apartment,2,1,896,6,0,2,1,2400000,52,0
Vatika,Apartment,5,5,2789,4,8,0,1,5884000,52,0
Vatika,Apartment,4,4,1706,6,0,0,0,3137000,52,0
Vatika,Apartment,2,2,680,5,13,1,1,1707000,52,0
Vatika,Apartment,1,1,536,4,1,1,0,1143000,52,0
Vatika,Apartment,3,3,1197,20,2,2,0,2518000,52,0
Vatika,Apartment,2,1,1093,12,7,1,0,2278000,52,0
Vatika Road,Plot,4,4,3460,7,0,1,1,11179000,53,1
Vatika Road,Plot,3,2,1238,3,0,1,1,4547000,53,1
Vatika Road,Plot,2,1,1327,20,0,0,1,4282000,53,1
Vatika Road,Plot,3,2,1241,3,0,2,1,4977000,53,1
Vatika Road,Plot,2,2,1017,5,0,1,1,3507000,53,1
Vatika Road,Plot,4,3,2697,3,0,0,1,9418000,53,1
Vatika Road,Plot,4,4,2717,5,0,2,1,9601000,53,1
Vatika Road,Plot,2,1,1057,8,0,1,1,3829000,53,1
Vatika Road,Plot,2,2,1125,5,0,0,1,3934000,53,1
Vatika Road,Plot,5,4,3977,5,0,2,1,14082000,53,1
Vatika Road,Plot,3,3,1692,7,0,1,1,6200000,53,1
Vatika Road,Plot,4,3,2860,1,0,1,1,9829000,53,1
Vatika Road,Apartment,3,3,960,15,15,0,1,2911000,53,0
Vatika Road,Apartment,2,2,969,2,10,2,0,3273000,53,0
Vatika Road,Apartment,3,2,1046,7,4,1,0,2972000,53,0
Vatika Road,Apartment,3,3,1157,8,10,1,1,3802000,53,0
Vatika Road,Apartment,5,4,2516,8,1,2,0,6967000,53,0
Vatika Road,Apartment,2,1,974,3,2,0,0,2835000,53,0
Vatika Road,Apartment,4,3,1545,10,6,0,1,4097000,53,0
Vatika Road,Apartment,2,2,968,12,15,1,0,2713000,53,0
Vatika Road,Apartment,3,2,1093,1,4,2,0,3492000,53,0
Vatika Road,Apartment,2,1,876,4,5,1,1,2935000,53,0
Vatika Road,Apartment,3,3,978,8,3,0,1,2910000,53,0
Vatika Road,Apartment,5,5,2552,4,15,0,1,7483000,53,0
Vidyadhar Nagar,Apartment,3,3,1561,5,3,1,1,10492000,54,0
Vidyadhar Nagar,Apartment,4,4,1659,1,14,1,0,11734000,54,0
Vidyadhar Nagar,Apartment,1,1,565,10,4,1,0,3781000,54,0
Vidyadhar Nagar,Apartment,3,3,1242,4,12,0,0,7497000,54,0
Vidyadhar Nagar,Apartment,5,4,2209,5,9,2,0,13901000,54,0
Vidyadhar Nagar,Apartment,4,3,1978,5,2,1,0,12082000,54,0
Vidyadhar Nagar,Apartment,3,2,1280,2,11,1,0,8806000,54,0
Vidyadhar Nagar,Apartment,5,5,2746,4,9,2,0,16849000,54,0
Vidyadhar Nagar,Apartment,3,3,1466,8,10,1,1,9336000,54,0
Vidyadhar Nagar,Apartment,1,1,560,1,8,0,1,4075000,54,0
Vidyadhar Nagar,Apartment,2,2,959,6,14,2,0,6627000,54,0
Vidyadhar Nagar,Apartment,5,5,3329,4,0,0,1,21457000,54,0
Vidyadhar Nagar,Plot,4,3,2351,1,0,1,1,13298000,54,1
Vidyadhar Nagar,Plot,3,3,2035,15,0,1,1,11443000,54,1
Vidyadhar Nagar,Plot,2,2,1268,5,0,1,1,7291000,54,1
Vidyadhar Nagar,Plot,2,1,1022,3,0,1,1,5727000,54,1
Vidyadhar Nagar,Plot,3,2,2083,8,0,1,1,11455000,54,1
Vidyadhar Nagar,Plot,4,3,3078,4,0,0,1,16019000,54,1
Vidyadhar Nagar,Plot,3,3,1544,12,0,2,1,9067000,54,1
Vidyadhar Nagar,Plot,4,3,2510,7,0,0,1,13777000,54,1
Vidyadhar Nagar,Plot,4,4,2102,3,0,1,1,11357000,54,1
Vidyadhar Nagar,Plot,3,3,1702,8,0,1,1,8972000,54,1
Vidyadhar Nagar,Plot,4,4,2964,15,0,1,1,15916000,54,1
Vidyadhar Nagar,Plot,3,2,1285,5,0,1,1,7559000,54,1
